Sender,Message,Date,Timestamp,Flirt_Label,Predicted_Flirt_Label,Predicted_Flirt,Hour,Media_Flag,Missed_Call_Flag
Anna,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,2025-12-09,2025-12-09 09:49:00,0,0,Not Flirt,9,0,0
Anna,Kent vale lor... ÃÃ wait 4 me there ar?,2025-02-25,2025-02-25 21:02:00,0,0,Not Flirt,21,0,0
Isaac,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Ã¥Â£150 prize. To collect is easy. Just call 09061743386,2025-07-01,2025-07-01 16:37:00,0,0,Not Flirt,16,0,0
Anna,Anything...,2025-09-12,2025-09-12 06:11:00,0,0,Not Flirt,6,0,0
Anna,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,2025-07-01,2025-07-01 01:43:00,0,0,Not Flirt,1,0,0
Anna,"How about clothes, jewelry, and trips?",2025-03-02,2025-03-02 22:42:00,0,0,Not Flirt,22,0,0
Anna,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,2025-05-20,2025-05-20 06:41:00,0,0,Not Flirt,6,0,0
Anna,Just getting back home,2025-03-29,2025-03-29 09:40:00,0,0,Not Flirt,9,0,0
Anna,Great escape. I fancy the bridge but needs her lager. See you tomo ,2025-04-21,2025-04-21 06:50:00,0,0,Not Flirt,6,0,0
Anna,ÃÃ dun need to pick ur gf?,2025-09-07,2025-09-07 15:44:00,0,0,Not Flirt,15,0,0
Isaac,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,2025-08-19,2025-08-19 04:13:00,0,0,Not Flirt,4,0,0
Anna,Well. Balls. Time to make calls,2025-08-10,2025-08-10 18:10:00,0,0,Not Flirt,18,0,0
Anna,In sch but neva mind u eat 1st lor..,2025-05-13,2025-05-13 06:35:00,0,0,Not Flirt,6,0,0
Anna,What happen dear tell me,2025-12-17,2025-12-17 07:13:00,0,0,Not Flirt,7,0,0
Anna,Ok,2025-02-02,2025-02-02 07:06:00,0,0,Not Flirt,7,0,0
Isaac,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,2025-05-06,2025-05-06 06:21:00,0,0,Not Flirt,6,0,0
Anna,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",2025-02-13,2025-02-13 08:47:00,0,0,Not Flirt,8,0,0
Isaac,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,2025-05-04,2025-05-04 22:26:00,0,0,Not Flirt,22,0,0
Anna,Dai i downloaded but there is only exe file which i can only run that exe after installing.,2025-12-18,2025-12-18 02:31:00,0,0,Not Flirt,2,0,0
Anna,"Sorry, I'll call later",2025-05-14,2025-05-14 21:32:00,0,0,Not Flirt,21,0,0
Anna,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",2025-11-28,2025-11-28 15:53:00,0,0,Not Flirt,15,0,0
Anna,But i dint slept in afternoon.,2025-06-30,2025-06-30 20:48:00,0,0,Not Flirt,20,0,0
Anna,I think if he rule tamilnadu..then its very tough for our people.,2025-09-13,2025-09-13 11:50:00,0,0,Not Flirt,11,0,0
Anna,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,2025-06-17,2025-06-17 03:19:00,0,0,Not Flirt,3,0,0
Anna,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",2025-04-08,2025-04-08 06:53:00,0,0,Not Flirt,6,0,0
Anna,aathi..where are you dear..,2025-10-07,2025-10-07 00:32:00,0,0,Not Flirt,0,0,0
Anna,Hey what are you doing. Y no reply pa..,2025-12-20,2025-12-20 18:13:00,0,0,Not Flirt,18,0,0
Anna,Well its not like you actually called someone a punto. That woulda been worse.,2025-04-07,2025-04-07 10:22:00,0,0,Not Flirt,10,0,0
Anna,"Alright, I'll head out in a few minutes, text me where to meet you",2025-10-12,2025-10-12 07:37:00,0,0,Not Flirt,7,0,0
Anna,Send me the new number,2025-04-06,2025-04-06 13:29:00,0,0,Not Flirt,13,0,0
Anna,Take us out shopping and Mark will distract Isaiah.=D,2025-09-19,2025-09-19 18:13:00,0,0,Not Flirt,18,0,0
Isaac,Urgent! Please call 09061213237 from a landline. Ã¥Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,2025-10-16,2025-10-16 01:23:00,0,0,Not Flirt,1,0,0
Anna,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",2025-06-14,2025-06-14 04:48:00,1,1,Flirt,4,0,0
Anna,Just wanted to say holy shit you guys weren't kidding about this bud,2025-09-27,2025-09-27 01:31:00,0,0,Not Flirt,1,0,0
Anna,Jus finish blowing my hair. U finish dinner already?,2025-04-10,2025-04-10 14:39:00,0,0,Not Flirt,14,0,0
Anna,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,2025-01-30,2025-01-30 05:37:00,0,0,Not Flirt,5,0,0
Anna,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,2025-02-05,2025-02-05 11:36:00,0,0,Not Flirt,11,0,0
Anna,Well then you have a great weekend!,2025-06-13,2025-06-13 08:21:00,0,0,Not Flirt,8,0,0
Anna,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,2025-11-26,2025-11-26 11:34:00,0,0,Not Flirt,11,0,0
Anna,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,2025-02-16,2025-02-16 20:33:00,0,0,Not Flirt,20,0,0
Anna,Why did I wake up on my own &gt;:(,2025-06-16,2025-06-16 12:57:00,0,0,Not Flirt,12,0,0
Isaac,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",2025-09-15,2025-09-15 01:41:00,0,0,Not Flirt,1,0,0
Anna,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",2025-09-21,2025-09-21 11:35:00,0,0,Not Flirt,11,0,0
Anna,How come guoyang go n tell her? Then u told her?,2025-04-22,2025-04-22 21:43:00,0,0,Not Flirt,21,0,0
Isaac,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,2025-10-23,2025-10-23 05:23:00,0,0,Not Flirt,5,0,0
Isaac,ringtoneking 84484,2025-07-31,2025-07-31 13:19:00,0,0,Not Flirt,13,0,0
Anna,Ok. I.ll do you right later.,2025-07-19,2025-07-19 18:31:00,0,0,Not Flirt,18,0,0
Anna,First answer my question.,2025-03-06,2025-03-06 19:06:00,0,0,Not Flirt,19,0,0
Anna,"Yup, no need. I'll jus wait 4 e rain 2 stop.",2025-06-19,2025-06-19 05:58:00,0,0,Not Flirt,5,0,0
Anna,Pls speak with me. I wont ask anything other then you friendship.,2025-11-09,2025-11-09 17:05:00,0,0,Not Flirt,17,0,0
Anna,"Sorry, I'll call later",2025-01-08,2025-01-08 10:52:00,0,0,Not Flirt,10,0,0
Anna,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",2025-10-04,2025-10-04 22:33:00,0,0,Not Flirt,22,0,0
Anna,Aiyah e rain like quite big leh. If drizzling i can at least run home.,2025-06-30,2025-06-30 00:39:00,0,0,Not Flirt,0,0,0
Anna,You should get more chicken broth if you want ramen unless there's some I don't know about,2025-09-20,2025-09-20 16:44:00,0,0,Not Flirt,16,0,0
Isaac,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,2025-08-31,2025-08-31 05:11:00,0,0,Not Flirt,5,0,0
Anna,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,2025-06-07,2025-06-07 21:40:00,1,1,Flirt,21,0,0
Anna,And I don't plan on staying the night but I prolly won't be back til late,2025-04-23,2025-04-23 21:27:00,0,0,Not Flirt,21,0,0
Anna,Now only i reached home. . . I am very tired now. . I will come tomorro,2025-08-18,2025-08-18 02:12:00,0,0,Not Flirt,2,0,0
Anna,All day working day:)except saturday and sunday..,2025-02-21,2025-02-21 11:14:00,0,0,Not Flirt,11,0,0
Anna,ÃÃ wait 4 me in sch i finish ard 5..,2025-08-02,2025-08-02 08:01:00,0,0,Not Flirt,8,0,0
Isaac,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",2025-02-04,2025-02-04 20:46:00,0,0,Not Flirt,20,0,0
Anna,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",2025-08-26,2025-08-26 07:27:00,0,0,Not Flirt,7,0,0
Isaac,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,2025-08-18,2025-08-18 14:46:00,0,0,Not Flirt,14,0,0
Anna,Sending you greetings of joy and happiness. Do have a gr8 evening,2025-02-01,2025-02-01 03:03:00,0,0,Not Flirt,3,0,0
Anna,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,2025-10-04,2025-10-04 13:32:00,0,0,Not Flirt,13,0,0
Anna,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,2025-06-01,2025-06-01 23:08:00,0,0,Not Flirt,23,0,0
Anna,Pls speak to that customer machan.,2025-10-15,2025-10-15 06:49:00,0,0,Not Flirt,6,0,0
Anna,But you dint in touch with me.,2025-01-16,2025-01-16 12:12:00,0,0,Not Flirt,12,0,0
Anna,Are you up for the challenge? I know i am :),2025-03-07,2025-03-07 18:36:00,0,0,Not Flirt,18,0,0
Anna,Oh my God. I'm almost home,2025-06-30,2025-06-30 11:24:00,0,0,Not Flirt,11,0,0
Anna,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,2025-03-10,2025-03-10 23:20:00,0,0,Not Flirt,23,0,0
Anna,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",2025-05-01,2025-05-01 14:56:00,1,1,Flirt,14,0,0
Anna,And how's your husband.,2025-08-30,2025-08-30 05:33:00,0,0,Not Flirt,5,0,0
Anna,Dear are you angry i was busy dear,2025-02-23,2025-02-23 00:52:00,0,0,Not Flirt,0,0,0
Anna,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",2025-09-05,2025-09-05 11:15:00,0,0,Not Flirt,11,0,0
Anna,Wat r u doing?,2025-02-08,2025-02-08 00:58:00,0,0,Not Flirt,0,0,0
Anna,How come she can get it? Should b quite diff to guess rite...,2025-03-06,2025-03-06 05:13:00,0,0,Not Flirt,5,0,0
Anna,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",2025-08-03,2025-08-03 15:03:00,0,0,Not Flirt,15,0,0
Anna,Ok i vl..do u know i got adsense approved..,2025-10-17,2025-10-17 16:33:00,0,0,Not Flirt,16,0,0
Anna,Siva is in hostel aha:-.,2025-03-04,2025-03-04 13:01:00,0,0,Not Flirt,13,0,0
Anna,We still on for tonight?,2025-04-20,2025-04-20 17:32:00,0,0,Not Flirt,17,0,0
Isaac,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,2025-12-04,2025-12-04 16:39:00,0,0,Not Flirt,16,0,0
Anna,Just curious because my cuz asked what I was up to,2025-12-28,2025-12-28 05:42:00,0,0,Not Flirt,5,0,0
Isaac,"Loan for any purpose Ã¥Â£500 - Ã¥Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",2025-08-01,2025-08-01 05:26:00,0,0,Not Flirt,5,0,0
Anna,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",2025-06-13,2025-06-13 08:28:00,1,1,Flirt,8,0,0
Anna,I'm good. Have you registered to vote?,2025-05-07,2025-05-07 19:48:00,0,0,Not Flirt,19,0,0
Anna,Designation is software developer and may be she get chennai:),2025-08-12,2025-08-12 16:10:00,0,0,Not Flirt,16,0,0
Anna,Din i tell u jus now 420,2025-08-04,2025-08-04 19:41:00,0,0,Not Flirt,19,0,0
Anna,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",2025-04-18,2025-04-18 19:40:00,0,0,Not Flirt,19,0,0
Anna,Tell dear what happen to you. Why you talking to me like an alian,2025-01-09,2025-01-09 15:34:00,0,0,Not Flirt,15,0,0
Anna,Get me out of this dump heap. My mom decided to come to lowes. BORING.,2025-02-25,2025-02-25 13:54:00,0,0,Not Flirt,13,0,0
Anna,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,2025-12-16,2025-12-16 21:18:00,0,0,Not Flirt,21,0,0
Isaac,You have an important customer service announcement from PREMIER.,2025-06-02,2025-06-02 19:41:00,0,0,Not Flirt,19,0,0
Anna,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,2025-06-26,2025-06-26 05:07:00,0,0,Not Flirt,5,0,0
Anna,What's a feathery bowa? Is that something guys have that I don't know about?,2025-06-20,2025-06-20 16:07:00,0,0,Not Flirt,16,0,0
Isaac,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,2025-10-13,2025-10-13 18:29:00,0,0,Not Flirt,18,0,0
Anna,K da:)how many page you want?,2025-01-25,2025-01-25 00:29:00,0,0,Not Flirt,0,0,0
Anna,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,2025-01-31,2025-01-31 12:03:00,0,0,Not Flirt,12,0,0
Isaac,You have WON a guaranteed Ã¥Â£1000 cash or a Ã¥Â£2000 prize.To claim yr prize call our customer service representative on,2025-04-11,2025-04-11 22:12:00,0,0,Not Flirt,22,0,0
Anna,All done? All handed in? Celebrations in full swing yet?,2025-06-27,2025-06-27 19:14:00,0,0,Not Flirt,19,0,0
Anna,I only haf msn. It's yijue@hotmail.com,2025-09-03,2025-09-03 01:40:00,0,0,Not Flirt,1,0,0
Anna,Dude just saw a parked car with its sunroof popped up. Sux,2025-06-29,2025-06-29 06:40:00,0,0,Not Flirt,6,0,0
Anna,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",2025-06-11,2025-06-11 05:06:00,1,1,Flirt,5,0,0
Anna,Cuz ibored. And don wanna study,2025-12-09,2025-12-09 07:51:00,0,0,Not Flirt,7,0,0
Anna,Hey! There's veggie pizza... :/,2025-03-01,2025-03-01 01:14:00,0,0,Not Flirt,1,0,0
Anna,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",2025-07-28,2025-07-28 19:45:00,0,0,Not Flirt,19,0,0
Anna,\Hey j! r u feeling any better,2025-07-18,2025-07-18 01:43:00,0,0,Not Flirt,1,0,0
Anna,Ok then no need to tell me anything i am going to sleep good night,2025-06-22,2025-06-22 23:58:00,0,0,Not Flirt,23,0,0
Anna,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",2025-10-22,2025-10-22 20:05:00,1,1,Flirt,20,0,0
Anna,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,2025-04-08,2025-04-08 16:34:00,0,0,Not Flirt,16,0,0
Anna,Is avatar supposed to have subtoitles,2025-12-15,2025-12-15 03:25:00,0,0,Not Flirt,3,0,0
Anna,How much is torch in 9ja.,2025-05-02,2025-05-02 05:53:00,0,0,Not Flirt,5,0,0
Anna,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,2025-07-19,2025-07-19 01:52:00,0,0,Not Flirt,1,0,0
Anna,7 lor... Change 2 suntec... Wat time u coming?,2025-07-10,2025-07-10 04:55:00,0,0,Not Flirt,4,0,0
Anna,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,2025-11-07,2025-11-07 05:15:00,0,0,Not Flirt,5,0,0
Isaac,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Ã¥Â£1.50pm approx 3mins,2025-06-10,2025-06-10 09:21:00,0,0,Not Flirt,9,0,0
Isaac,U are subscribed to the best Mobile Content Service in the UK for Ã¥Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795,2025-04-15,2025-04-15 02:27:00,0,0,Not Flirt,2,0,0
Isaac,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",2025-01-09,2025-01-09 05:08:00,0,0,Not Flirt,5,0,0
Anna,There are no other charges after transfer charges and you can withdraw anyhow you like,2025-05-13,2025-05-13 22:54:00,0,0,Not Flirt,22,0,0
Anna,here is my new address -apples&pairs&all that malarky,2025-10-29,2025-10-29 15:42:00,0,0,Not Flirt,15,0,0
Anna,No problem. How are you doing?,2025-01-04,2025-01-04 22:47:00,0,0,Not Flirt,22,0,0
Anna,I'm vivek:)i got call from your number.,2025-11-24,2025-11-24 03:11:00,0,0,Not Flirt,3,0,0
Anna,Aight ill get on fb in a couple minutes,2025-07-18,2025-07-18 06:49:00,0,0,Not Flirt,6,0,0
Anna,"K, wait chikku..il send aftr  &lt;#&gt; mins",2025-02-21,2025-02-21 11:27:00,0,0,Not Flirt,11,0,0
Isaac,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,2025-04-21,2025-04-21 12:40:00,0,0,Not Flirt,12,0,0
Anna,ALSO TELL HIM I SAID HAPPY BIRTHDAY,2025-07-22,2025-07-22 08:55:00,0,0,Not Flirt,8,0,0
Anna,"I'm in a meeting, call me later at",2025-04-26,2025-04-26 10:56:00,0,0,Not Flirt,10,0,0
Anna,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,2025-02-09,2025-02-09 22:15:00,0,0,Not Flirt,22,0,0
Anna,Hope you are having a good week. Just checking in,2025-09-01,2025-09-01 04:44:00,0,0,Not Flirt,4,0,0
Anna,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",2025-09-03,2025-09-03 11:26:00,0,0,Not Flirt,11,0,0
Anna,"Well, I was about to give up cos they all said no they didnÂÃÃ·t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",2025-02-13,2025-02-13 16:23:00,0,0,Not Flirt,16,0,0
Anna,Hows the cAnnap just leaving glasgow!,2025-04-13,2025-04-13 21:21:00,0,0,Not Flirt,21,0,0
Anna,That's necessarily respectful,2025-03-31,2025-03-31 06:22:00,0,0,Not Flirt,6,0,0
Anna,Dude how do you like the buff wind.,2025-08-29,2025-08-29 19:16:00,0,0,Not Flirt,19,0,0
Anna,Yeah that's the impression I got,2025-09-24,2025-09-24 15:32:00,0,0,Not Flirt,15,0,0
Anna,I think steyn surely get one wicket:),2025-09-23,2025-09-23 10:39:00,0,0,Not Flirt,10,0,0
Anna,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,2025-12-09,2025-12-09 16:02:00,0,0,Not Flirt,16,0,0
Anna,When you are big..| God will bring success.,2025-10-08,2025-10-08 15:12:00,0,0,Not Flirt,15,0,0
Anna,And of course you should make a stink!,2025-04-28,2025-04-28 06:35:00,0,0,Not Flirt,6,0,0
Anna,Total video converter free download type this in google search:),2025-02-09,2025-02-09 14:56:00,0,0,Not Flirt,14,0,0
Anna,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,2025-08-13,2025-08-13 11:21:00,0,0,Not Flirt,11,0,0
Anna,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,2025-12-01,2025-12-01 08:56:00,1,1,Flirt,8,0,0
